image_uid,n_subjects,concept_pref_total,concept_pref_mtl_total,z_max_mean,z_max_mtl_mean,n_sternberg,category,fine,concept_per_subject,concept_mtl_per_subject,frac_subjects_with_concept
img_0221,3,2.0,2.0,0.5889000290994088,0.78044116633601,0,vehicle,car,0.6666666666666666,0.6666666666666666,0.3333333333333333
img_0038,5,3.0,3.0,0.7589431882274547,0.6952675286717614,1,face_person,politician,0.6,0.6,0.4
img_0017,13,7.0,5.0,1.0413213246810988,0.896908985561454,1,scene_with_people,couple,0.5384615384615384,0.38461538461538464,0.3076923076923077
img_0156,2,1.0,1.0,0.7456119244966648,0.7456119244966648,0,animal,marine animal,0.5,0.5,0.5
img_0072,2,1.0,1.0,0.7186084397264774,0.7186084397264774,0,vehicle,truck or off-road vehicle,0.5,0.5,0.5
img_0321,2,1.0,1.0,0.7683977512932629,0.578541938202112,1,landmark_place,casino or theme park,0.5,0.5,0.5
img_0262,2,1.0,1.0,1.0061293548334636,1.0061293548334636,0,animal,horse,0.5,0.5,0.5
img_0261,2,1.0,1.0,1.1028178558548687,0.7877963711176434,0,animal,horse,0.5,0.5,0.5
img_0110,2,1.0,1.0,2.8090609855602042,2.8010931249864615,1,face_person,fictional movie character,0.5,0.5,0.5
img_0265,2,1.0,1.0,0.7794510770032291,0.6198017889771561,0,vehicle,truck or off-road vehicle,0.5,0.5,0.5
img_0122,4,2.0,1.0,1.613418240200535,1.613418240200535,1,face_person,fictional movie character,0.5,0.25,0.25
img_0270,2,1.0,0.0,1.8275318842190251,1.0181981784772791,0,vehicle,truck or off-road vehicle,0.5,0.0,0.5
img_0241,5,2.0,1.0,0.8367815027940363,0.7248803186130116,0,landscape_nature,mountain or canyon,0.4,0.2,0.4
img_0201,3,1.0,1.0,0.6538034743596962,0.7561871405675433,0,landscape_nature,desert,0.3333333333333333,0.3333333333333333,0.3333333333333333
img_0227,3,1.0,0.0,0.6727031512434363,0.6498995291017605,0,food,fruit or vegetable,0.3333333333333333,0.0,0.3333333333333333
img_0056,12,4.0,4.0,0.9499227705523333,0.857036019072755,3,face_person,fictional movie character,0.3333333333333333,0.3333333333333333,0.16666666666666666
img_0002,12,4.0,4.0,0.7512676263839326,0.6583260203948866,1,face_person,actor,0.3333333333333333,0.3333333333333333,0.16666666666666666
img_0235,6,2.0,2.0,0.6870304713375655,0.48495232510632685,0,landmark_place,famous monument,0.3333333333333333,0.3333333333333333,0.16666666666666666
img_0062,9,3.0,3.0,1.0939920501097196,0.9763351086683638,0,face_person,actor,0.3333333333333333,0.3333333333333333,0.2222222222222222
img_0044,3,1.0,1.0,0.6395468864440287,0.42172843508031344,0,animal,farm animal,0.3333333333333333,0.3333333333333333,0.3333333333333333
img_0194,3,1.0,1.0,1.1216164608889698,0.9616233304606767,1,face_person,elderly person,0.3333333333333333,0.3333333333333333,0.3333333333333333
img_0214,3,1.0,1.0,0.874005896980551,0.9538264080667864,1,animal,cat,0.3333333333333333,0.3333333333333333,0.3333333333333333
img_0025,3,1.0,1.0,0.8088699852510041,0.744265731257563,0,face_person,scientist,0.3333333333333333,0.3333333333333333,0.3333333333333333
img_0207,3,1.0,1.0,1.1569861183555352,1.4154011595163967,1,animal,marine animal,0.3333333333333333,0.3333333333333333,0.3333333333333333
img_0020,13,4.0,4.0,0.9688100535933886,0.8608573763358114,4,face_person,scientist,0.3076923076923077,0.3076923076923077,0.3076923076923077
img_0004,13,4.0,3.0,1.026160956627104,0.7406619264411696,3,face_person,musician,0.3076923076923077,0.23076923076923078,0.3076923076923077
img_0003,13,4.0,4.0,0.9859927249463701,0.8830292523355661,2,face_person,actor,0.3076923076923077,0.3076923076923077,0.23076923076923078
img_0040,4,1.0,1.0,0.6491445023083433,0.6491445023083433,0,animal,horse,0.25,0.25,0.25
img_0039,4,1.0,1.0,0.6377443689179177,0.6353573973188764,2,face_person,politician,0.25,0.25,0.25
img_0008,12,3.0,3.0,0.918075108277022,0.7747518544818198,0,face_person,fictional movie character,0.25,0.25,0.08333333333333333
img_0054,12,3.0,3.0,0.7650996103259988,0.6569081603221504,2,face_person,actor,0.25,0.25,0.08333333333333333
img_0114,4,1.0,1.0,1.2611272885093912,1.1144194168351014,0,face_person,musician,0.25,0.25,0.25
img_0022,13,3.0,3.0,0.8388237208324276,0.7400429956493981,2,face_person,athlete,0.23076923076923078,0.23076923076923078,0.23076923076923078
img_0023,13,3.0,3.0,0.8081181565991525,0.7106773645870784,2,face_person,tv host,0.23076923076923078,0.23076923076923078,0.15384615384615385
img_0007,13,3.0,3.0,0.7994856757504876,0.7044773749009513,1,face_person,politician,0.23076923076923078,0.23076923076923078,0.15384615384615385
img_0139,5,1.0,1.0,0.5637362919486122,0.44192276435587124,0,animal,wild mammal,0.2,0.2,0.2
img_0065,5,1.0,1.0,0.6169114393460239,0.47336276839875585,1,face_person,scientist,0.2,0.2,0.2
img_0051,15,3.0,2.0,0.7304859186319329,0.6160524044720029,0,animal,cat,0.2,0.13333333333333333,0.2
img_0009,10,2.0,1.0,0.8785082859424179,0.6551959816791864,1,face_person,politician,0.2,0.1,0.2
img_0006,16,3.0,3.0,0.7503135040203509,0.6727962363314964,1,face_person,actor,0.1875,0.1875,0.125
img_0011,16,3.0,1.0,0.8619423881503945,0.5899053135355556,0,face_person,politician,0.1875,0.0625,0.1875
img_0048,12,2.0,2.0,0.5951216365785928,0.5117988219238824,1,face_person,scientist,0.16666666666666666,0.16666666666666666,0.16666666666666666
img_0248,6,1.0,0.0,0.8889811970698602,0.6994005713205426,0,landmark_place,famous monument,0.16666666666666666,0.0,0.16666666666666666
img_0015,13,2.0,2.0,0.7779906555268555,0.6401527555735247,1,face_person,musician,0.15384615384615385,0.15384615384615385,0.15384615384615385
img_0243,7,1.0,1.0,0.7496644775387226,0.5920410320185645,1,landmark_place,famous monument,0.14285714285714285,0.14285714285714285,0.14285714285714285
img_0113,7,1.0,1.0,0.659384920704777,0.5779460831867025,1,landmark_place,famous monument,0.14285714285714285,0.14285714285714285,0.14285714285714285
img_0060,14,2.0,1.0,0.7019664212032641,0.6645362454221259,1,face_person,athlete,0.14285714285714285,0.07142857142857142,0.07142857142857142
img_0236,8,1.0,1.0,0.9036993916705225,0.7030555719173631,1,landmark_place,skyline or city at night,0.125,0.125,0.125
img_0238,8,1.0,0.0,1.0943946715501192,0.732830197921279,0,landscape_nature,casino or theme park,0.125,0.0,0.125
img_0010,16,2.0,2.0,0.8535614337455947,0.7586175155297865,0,face_person,politician,0.125,0.125,0.0625
img_0234,8,1.0,1.0,1.3134380622367186,1.062458936896667,1,face_person,politician,0.125,0.125,0.125
img_0043,9,1.0,1.0,0.754857751822293,0.5995687762199428,2,landscape_nature,famous monument,0.1111111111111111,0.1111111111111111,0.1111111111111111
img_0049,9,1.0,1.0,0.6925635656120528,0.5855598140433425,0,vehicle,airplane or spacecraft,0.1111111111111111,0.1111111111111111,0.1111111111111111
img_0237,9,1.0,1.0,0.6976925484176698,0.6107113941166196,0,landmark_place,skyline or city at night,0.1111111111111111,0.1111111111111111,0.1111111111111111
img_0001,11,1.0,1.0,0.8361833802747792,0.7948615833969407,1,face_person,tv host,0.09090909090909091,0.09090909090909091,0.09090909090909091
img_0059,11,1.0,1.0,0.6551136938011688,0.5802883111142978,2,face_person,politician,0.09090909090909091,0.09090909090909091,0.09090909090909091
img_0058,11,1.0,1.0,0.8143720360366113,0.702315972580153,1,face_person,actor,0.09090909090909091,0.09090909090909091,0.09090909090909091
img_0016,11,1.0,0.0,0.9145674009809497,0.618310296041853,1,face_person,musician,0.09090909090909091,0.0,0.09090909090909091
img_0035,12,1.0,1.0,0.674829623455513,0.498200343604428,1,landmark_place,famous monument,0.08333333333333333,0.08333333333333333,0.08333333333333333
img_0021,13,1.0,0.0,0.7702298700019047,0.5880799452355042,2,face_person,athlete,0.07692307692307693,0.0,0.07692307692307693
img_0005,13,1.0,1.0,0.7656871886775399,0.6605285779486382,0,face_person,fictional movie character,0.07692307692307693,0.07692307692307693,0.07692307692307693
img_0024,14,1.0,1.0,0.6325172810270228,0.5066238642400271,0,vehicle,car,0.07142857142857142,0.07142857142857142,0.07142857142857142
img_0018,15,1.0,1.0,0.8016567773397247,0.6930343016462296,2,object,phone or computer,0.06666666666666667,0.06666666666666667,0.06666666666666667
img_0026,15,1.0,1.0,0.7372108759183805,0.6723824929637711,2,object,phone or computer,0.06666666666666667,0.06666666666666667,0.06666666666666667
img_0206,3,0.0,0.0,0.7341900620278733,0.7298240746909667,0,landscape_nature,desert,0.0,0.0,0.0
img_0254,6,0.0,0.0,0.617706751972209,0.54039126019596,0,face_person,athlete,0.0,0.0,0.0
img_0253,6,0.0,0.0,0.6943418213371847,0.5765402733536341,0,scene_with_people,famous monument,0.0,0.0,0.0
img_0252,6,0.0,0.0,0.5272640976356798,0.43112435290551504,0,face_person,painting or artwork,0.0,0.0,0.0
img_0251,6,0.0,0.0,0.6879580858452051,0.5221390098018677,0,landmark_place,famous monument,0.0,0.0,0.0
img_0257,1,0.0,0.0,1.111056097118054,1.111056097118054,0,face_person,athlete,0.0,0.0,0.0
img_0256,2,0.0,0.0,1.1073564064872121,1.0196644189414275,0,object,phone or computer,0.0,0.0,0.0
img_0205,3,0.0,0.0,0.4994520101145103,0.4785216463299632,0,landscape_nature,bridge,0.0,0.0,0.0
img_0249,6,0.0,0.0,0.5503014611157607,0.4229569947063112,0,landmark_place,stadium or arena,0.0,0.0,0.0
img_0204,3,0.0,0.0,0.5692242691644848,0.3955196713993022,1,landscape_nature,beach or island,0.0,0.0,0.0
img_0259,3,0.0,0.0,0.6210879638524922,0.5450440157507296,0,face_person,horse,0.0,0.0,0.0
img_0260,3,0.0,0.0,1.0047730262469852,0.9830202302948617,1,vehicle,horse,0.0,0.0,0.0
img_0203,3,0.0,0.0,0.5108813079583866,0.2942050901153369,0,landscape_nature,mountain or canyon,0.0,0.0,0.0
img_0250,6,0.0,0.0,0.7711765942687281,0.5882803886008425,0,object,space or planet,0.0,0.0,0.0
img_0245,6,0.0,0.0,0.6255100209703528,0.5195222688738075,1,landscape_nature,mountain or canyon,0.0,0.0,0.0
img_0208,3,0.0,0.0,0.5923069332081697,0.7540182612354276,0,animal,marine animal,0.0,0.0,0.0
img_0211,3,0.0,0.0,0.8839854838629543,1.1257398601220152,1,animal,bird,0.0,0.0,0.0
img_0224,3,0.0,0.0,0.5262831720431076,0.5649066870926605,1,vehicle,car,0.0,0.0,0.0
img_0225,3,0.0,0.0,0.5654336085120519,0.5796506850862017,0,food,cooked meal,0.0,0.0,0.0
img_0226,3,0.0,0.0,0.5788697977126478,0.36625414424265995,0,food,fast food,0.0,0.0,0.0
img_0222,3,0.0,0.0,0.6512574435586593,0.46778807204952244,0,vehicle,car,0.0,0.0,0.0
img_0228,3,0.0,0.0,0.5363447590717191,0.5756259974482958,0,food,fast food,0.0,0.0,0.0
img_0220,3,0.0,0.0,0.6537611499798249,0.6928758360031898,1,vehicle,car,0.0,0.0,0.0
img_0229,3,0.0,0.0,0.6212246314266259,0.40283296928439405,0,food,fruit or vegetable,0.0,0.0,0.0
img_0230,3,0.0,0.0,0.5844360827519594,0.4935813075076413,0,food,dessert or baked goods,0.0,0.0,0.0
img_0231,3,0.0,0.0,0.653692949197465,0.6616239588868051,0,food,dessert or baked goods,0.0,0.0,0.0
img_0232,3,0.0,0.0,0.6125853456289583,0.3217870947488837,0,food,fruit or vegetable,0.0,0.0,0.0
img_0233,3,0.0,0.0,0.4638663478043334,0.5755144762476088,0,food,dessert or baked goods,0.0,0.0,0.0
img_0218,3,0.0,0.0,0.7351651024015355,0.5848858152876136,0,vehicle,car,0.0,0.0,0.0
img_0217,3,0.0,0.0,0.8272994428890805,0.5020394597534397,0,vehicle,car,0.0,0.0,0.0
img_0239,7,0.0,0.0,0.8315633134916961,0.7258155577837814,0,landmark_place,bridge,0.0,0.0,0.0
img_0240,6,0.0,0.0,0.8599672575949716,0.6281921223088368,0,landmark_place,bridge,0.0,0.0,0.0
img_0242,6,0.0,0.0,0.8331380939993394,0.43103906516512086,0,landmark_place,famous monument,0.0,0.0,0.0
img_0216,3,0.0,0.0,0.538634054077978,0.5317845134223431,0,vehicle,car,0.0,0.0,0.0
img_0215,3,0.0,0.0,0.8522025692823109,0.7586555316190853,1,animal,dog,0.0,0.0,0.0
img_0244,6,0.0,0.0,0.7365543574801895,0.5864513114073935,0,landscape_nature,mountain or canyon,0.0,0.0,0.0
img_0223,3,0.0,0.0,0.5780498614246424,0.5905598741600078,0,vehicle,car,0.0,0.0,0.0
img_0246,6,0.0,0.0,0.7183643413450985,0.5654514785885604,0,landmark_place,waterfall or lake,0.0,0.0,0.0
img_0247,6,0.0,0.0,0.5501636860658113,0.43061405245370493,1,landmark_place,temple or church,0.0,0.0,0.0
img_0212,3,0.0,0.0,0.6886977291966924,0.667128172159372,0,animal,bird,0.0,0.0,0.0
img_0000,10,0.0,0.0,0.6006241620916787,0.5129055881794635,0,face_person,tv host,0.0,0.0,0.0
img_0283,1,0.0,0.0,0.5964659698095053,0.5964659698095053,0,face_person,athlete,0.0,0.0,0.0
img_0263,2,0.0,0.0,1.7962224885856681,1.7962224885856681,0,cartoon_art,fictional movie character,0.0,0.0,0.0
img_0315,1,0.0,0.0,0.3304732635317694,0.3304732635317694,0,cartoon_art,fictional movie character,0.0,0.0,0.0
img_0322,2,0.0,0.0,0.5475008042583773,0.28073570145363,0,face_person,scientist,0.0,0.0,0.0
img_0320,1,0.0,0.0,0.3049018388541809,-0.1265470789621653,0,landmark_place,boat or ship,0.0,0.0,0.0
img_0319,1,0.0,0.0,0.4321125398330775,-0.2788871931268103,1,face_person,fictional movie character,0.0,0.0,0.0
img_0318,1,0.0,0.0,0.527337801933612,0.1781331493671246,0,cartoon_art,cartoon character,0.0,0.0,0.0
img_0317,1,0.0,0.0,0.5335934157512963,0.5335934157512963,0,face_person,cartoon character,0.0,0.0,0.0
img_0316,1,0.0,0.0,0.389380778641801,-0.177327117017047,0,face_person,fictional movie character,0.0,0.0,0.0
img_0314,1,0.0,0.0,0.202384509165255,0.0765730732573612,0,cartoon_art,scientist,0.0,0.0,0.0
img_0324,1,0.0,0.0,0.6859335299159411,0.6859335299159411,0,scene_with_people,casino or theme park,0.0,0.0,0.0
img_0313,1,0.0,0.0,0.2523361470527873,0.0765730732573612,0,face_person,cartoon character,0.0,0.0,0.0
img_0311,1,0.0,0.0,1.1674910980096749,0.7942124126690602,0,cartoon_art,musician,0.0,0.0,0.0
img_0310,1,0.0,0.0,1.0211600020613634,1.0211600020613634,0,scene_with_people,couple,0.0,0.0,0.0
img_0309,1,0.0,0.0,0.6839665483747527,0.505557543778833,1,scene_with_people,fictional movie character,0.0,0.0,0.0
img_0308,1,0.0,0.0,0.637418824074594,0.637418824074594,0,vehicle,truck or off-road vehicle,0.0,0.0,0.0
img_0307,1,0.0,0.0,0.9928530999135936,0.9928530999135936,0,scene_with_people,fictional movie character,0.0,0.0,0.0
img_0323,1,0.0,0.0,0.3644834807482319,0.0765730732573612,0,animal,farm animal,0.0,0.0,0.0
img_0325,1,0.0,0.0,0.313256022881873,-0.0757670409072837,1,landmark_place,casino or theme park,0.0,0.0,0.0
img_0305,1,0.0,0.0,0.8005146734088444,0.8005146734088444,0,face_person,tv host,0.0,0.0,0.0
img_0334,1,0.0,0.0,0.6147920332133392,0.6147920332133392,0,face_person,fictional movie character,0.0,0.0,0.0
img_0341,1,0.0,0.0,0.3238220680701306,0.3238220680701306,0,landmark_place,temple or church,0.0,0.0,0.0
img_0339,1,0.0,0.0,0.7869231869688913,0.256984120592173,0,landscape_nature,beach or island,0.0,0.0,0.0
img_0338,1,0.0,0.0,0.5360117578887539,0.0178487926666371,0,landmark_place,temple or church,0.0,0.0,0.0
img_0337,1,0.0,0.0,0.2603502602670684,0.2603502602670684,0,object,famous monument,0.0,0.0,0.0
img_0336,1,0.0,0.0,0.5157334703170722,0.5157334703170722,0,food,cooked meal,0.0,0.0,0.0
img_0335,1,0.0,0.0,0.2751726945663305,0.2663196255624241,0,landscape_nature,mountain or canyon,0.0,0.0,0.0
img_0333,1,0.0,0.0,0.3539398954708586,0.2649421190936372,0,face_person,athlete,0.0,0.0,0.0
img_0326,2,0.0,0.0,0.46647857595733094,-0.054010045834624265,1,face_person,actor,0.0,0.0,0.0
img_0332,1,0.0,0.0,0.3047190130463464,0.0847500823229507,0,face_person,painting or artwork,0.0,0.0,0.0
img_0331,1,0.0,0.0,0.4651529299579612,0.3031374360339097,0,face_person,athlete,0.0,0.0,0.0
img_0330,1,0.0,0.0,0.3896009437919334,0.1821499132894485,0,face_person,athlete,0.0,0.0,0.0
img_0329,1,0.0,0.0,0.2983333782273072,0.0847500823229507,0,object,toy or ball,0.0,0.0,0.0
img_0328,2,0.0,0.0,0.8002013825157887,0.8002013825157887,1,food,cooked meal,0.0,0.0,0.0
img_0327,2,0.0,0.0,0.18263727312309525,0.1507563525081585,0,landmark_place,casino or theme park,0.0,0.0,0.0
img_0306,1,0.0,0.0,0.6449201612688376,0.4879707101423414,0,face_person,actor,0.0,0.0,0.0
img_0304,1,0.0,0.0,0.7052448494720396,0.7052448494720396,0,scene_with_people,forest or field,0.0,0.0,0.0
img_0264,2,0.0,0.0,1.1485543204859767,1.1485543204859767,0,face_person,tv host,0.0,0.0,0.0
img_0276,2,0.0,0.0,1.5172321830846278,1.5172321830846278,0,vehicle,casino or theme park,0.0,0.0,0.0
img_0282,1,0.0,0.0,0.973032962094546,0.3568009580560596,0,scene_with_people,tv host,0.0,0.0,0.0
img_0281,1,0.0,0.0,0.5870829267681513,0.4556660045363838,0,face_person,fictional movie character,0.0,0.0,0.0
img_0280,1,0.0,0.0,1.1699400478975268,1.1699400478975268,0,face_person,scientist,0.0,0.0,0.0
img_0279,1,0.0,0.0,0.9600632128765656,0.9600632128765656,0,vehicle,truck or off-road vehicle,0.0,0.0,0.0
img_0278,1,0.0,0.0,0.4841498834041055,0.4841498834041055,0,landmark_place,airplane or spacecraft,0.0,0.0,0.0
img_0277,1,0.0,0.0,0.3261895773478562,0.3261895773478562,0,object,airplane or spacecraft,0.0,0.0,0.0
img_0275,2,0.0,0.0,0.9799902132425145,0.9799902132425145,0,vehicle,car,0.0,0.0,0.0
img_0285,4,0.0,0.0,0.5048963804383568,0.12708427052836702,0,vehicle,car,0.0,0.0,0.0
img_0274,2,0.0,0.0,0.8475710436361014,0.6231968107425149,0,landmark_place,logo or sign,0.0,0.0,0.0
img_0273,2,0.0,0.0,1.4215227844058722,1.4215227844058722,0,animal,farm animal,0.0,0.0,0.0
img_0272,2,0.0,0.0,0.7442658346149815,0.7442658346149815,0,vehicle,truck or off-road vehicle,0.0,0.0,0.0
img_0271,2,0.0,0.0,0.9507648230182888,0.6954100596944127,0,vehicle,car,0.0,0.0,0.0
img_0268,2,0.0,0.0,0.7149244858608212,0.5992322531303991,0,vehicle,truck or off-road vehicle,0.0,0.0,0.0
img_0267,2,0.0,0.0,1.3038519485365623,1.2683346220457625,0,animal,horse,0.0,0.0,0.0
img_0284,1,0.0,0.0,0.5981579705343352,0.4568812966113985,1,face_person,child,0.0,0.0,0.0
img_0286,2,0.0,0.0,0.5029865384132581,0.4597153393266069,0,vehicle,car,0.0,0.0,0.0
img_0303,1,0.0,0.0,0.5228779471835359,0.5228779471835359,0,object,athlete,0.0,0.0,0.0
img_0295,1,0.0,0.0,0.6334950073145613,-0.0128030288635206,0,object,clothing or bag,0.0,0.0,0.0
img_0302,1,0.0,0.0,0.6110308762333827,0.3970734543780099,0,object,watch or jewelry,0.0,0.0,0.0
img_0300,1,0.0,0.0,0.4574197715511907,0.2078935855935286,0,scene_with_people,stadium or arena,0.0,0.0,0.0
img_0299,1,0.0,0.0,0.5754233570548334,0.5754233570548334,1,scene_with_people,fictional movie character,0.0,0.0,0.0
img_0298,1,0.0,0.0,0.4587604250964053,0.3373529893052894,0,face_person,clothing or bag,0.0,0.0,0.0
img_0297,1,0.0,0.0,0.4587604250964053,-0.2664321904172456,0,landmark_place,temple or church,0.0,0.0,0.0
img_0296,1,0.0,0.0,0.3715094718366786,0.0849655551851825,0,landscape_nature,flowers,0.0,0.0,0.0
img_0294,2,0.0,0.0,0.4658076564129062,0.39046080246766757,0,vehicle,car,0.0,0.0,0.0
img_0287,1,0.0,0.0,0.5692937088873689,0.3859908353237199,0,animal,wild mammal,0.0,0.0,0.0
img_0293,2,0.0,0.0,0.6625090209379962,0.6388745439995387,0,scene_with_people,car,0.0,0.0,0.0
img_0292,2,0.0,0.0,0.6235012077709371,0.36882629662652805,1,vehicle,car,0.0,0.0,0.0
img_0291,1,0.0,0.0,0.9002337392210134,0.4204614850616892,0,face_person,couple,0.0,0.0,0.0
img_0290,1,0.0,0.0,0.6854334194234832,0.6854334194234832,0,face_person,tv host,0.0,0.0,0.0
img_0289,1,0.0,0.0,0.743030779353155,0.743030779353155,0,scene_with_people,couple,0.0,0.0,0.0
img_0288,1,0.0,0.0,0.5964531840043774,0.2899042682467782,0,animal,marine animal,0.0,0.0,0.0
img_0202,3,0.0,0.0,0.4060805573427912,0.3788392124188419,0,landscape_nature,beach or island,0.0,0.0,0.0
img_0172,1,0.0,0.0,1.0286804416064048,1.0286804416064048,0,object,couple,0.0,0.0,0.0
img_0200,3,0.0,0.0,0.5094012322797886,0.44715533950892616,0,landscape_nature,bridge,0.0,0.0,0.0
img_0085,1,0.0,0.0,0.5014425744866652,0.5014425744866652,1,scene_with_people,couple,0.0,0.0,0.0
img_0091,1,0.0,0.0,0.9357441606830952,0.3011461804057297,0,face_person,scientist,0.0,0.0,0.0
img_0090,1,0.0,0.0,0.9623438850286844,0.5775686512317691,0,scene_with_people,musician,0.0,0.0,0.0
img_0089,1,0.0,0.0,0.5665860624013144,0.5665860624013144,0,animal,flowers,0.0,0.0,0.0
img_0088,1,0.0,0.0,0.5775686512317691,0.5775686512317691,0,scene_with_people,musician,0.0,0.0,0.0
img_0087,1,0.0,0.0,0.4974402043780024,0.1600149214068344,1,animal,big cat,0.0,0.0,0.0
img_0086,1,0.0,0.0,0.5888593330092623,0.5775686512317691,0,object,flowers,0.0,0.0,0.0
img_0084,1,0.0,0.0,0.4560061543770164,0.34563900481438,0,scene_with_people,fictional movie character,0.0,0.0,0.0
img_0093,1,0.0,0.0,0.4582675855675022,0.4582675855675022,0,animal,marine animal,0.0,0.0,0.0
img_0083,2,0.0,0.0,0.555806448533195,0.3644146385474542,0,face_person,actor,0.0,0.0,0.0
img_0082,1,0.0,0.0,0.8224225617726721,0.5043507927393502,0,scene_with_people,couple,0.0,0.0,0.0
img_0081,2,0.0,0.0,0.6573019473237035,0.37915134418670027,0,animal,marine animal,0.0,0.0,0.0
img_0080,1,0.0,0.0,0.4043651768875842,0.4043651768875842,0,object,clothing or bag,0.0,0.0,0.0
img_0079,1,0.0,0.0,0.4546277213294405,0.4546277213294405,0,face_person,actor,0.0,0.0,0.0
img_0078,1,0.0,0.0,0.5501563481068036,0.5501563481068036,0,face_person,tv host,0.0,0.0,0.0
img_0092,4,0.0,0.0,0.4581434295935774,0.298938604343481,0,face_person,primate,0.0,0.0,0.0
img_0094,1,0.0,0.0,1.587303579559233,1.587303579559233,0,object,logo or sign,0.0,0.0,0.0
img_0115,1,0.0,0.0,1.440550586262767,1.440550586262767,0,face_person,elderly person,0.0,0.0,0.0
img_0103,4,0.0,0.0,0.4708306861316653,0.2192379889120271,0,animal,marine animal,0.0,0.0,0.0
img_0111,4,0.0,0.0,0.34065228646255696,0.31439902610134834,0,vehicle,bicycle or motorcycle,0.0,0.0,0.0
img_0109,1,0.0,0.0,2.7647550459846744,2.7647550459846744,0,face_person,politician,0.0,0.0,0.0
img_0107,4,0.0,0.0,0.5787466984026095,0.488392752880501,0,animal,insect or spider,0.0,0.0,0.0
img_0106,4,0.0,0.0,0.5495276625866641,0.36951228056960284,0,animal,scientist,0.0,0.0,0.0
img_0105,4,0.0,0.0,0.5844571342815875,0.4487100682091314,0,animal,reptile or amphibian,0.0,0.0,0.0
img_0104,4,0.0,0.0,0.5120054279543679,0.3922852379109934,0,animal,marine animal,0.0,0.0,0.0
img_0102,3,0.0,0.0,0.41236277021495177,0.23900972827159914,0,animal,big cat,0.0,0.0,0.0
img_0095,1,0.0,0.0,1.0844929678651996,0.4070445874620779,0,animal,dog,0.0,0.0,0.0
img_0101,2,0.0,0.0,0.3043134279312246,0.2816098532660051,0,animal,insect or spider,0.0,0.0,0.0
img_0100,4,0.0,0.0,0.6159887546748822,0.45064503885363166,0,animal,reptile or amphibian,0.0,0.0,0.0
img_0099,5,0.0,0.0,0.5003309664957059,0.35522723076567314,0,animal,marine animal,0.0,0.0,0.0
img_0098,4,0.0,0.0,0.6926007934971283,0.6926007934971283,0,animal,marine animal,0.0,0.0,0.0
